DateTime,Event
2019-02-22 15:04:18,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit. Avoid lanes 2 and 3
2019-02-22 15:02:30,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit. Avoid lane 2
2019-02-22 15:00:01,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit. Avoid lane 2
2019-02-22 14:58:14,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit. Avoid lane 3
2019-02-22 12:53:29,Accident on Loyang Avenue (towards New Loyang Link) after Pasir Ris Drive 1 with congestion. Avoid left lane
2019-02-22 12:35:15,Obstacle on KPE (towards TPE) after PIE Exit. Avoid lanes 1 and 2
2019-02-22 12:21:17,Accident on ECP (towards Changi Airport) before Tg Katong Rd Exit. Avoid lane 4
2019-02-22 11:56:07,Obstacle on SLE (towards CTE) before Woodlands Ave 2 Exit. Avoid lane 2
2019-02-22 11:49:59,Accident on Orchard Boulevard near Grange Road/Orchard Boulevard Junction
2019-02-22 11:45:46,Accident on Loyang Avenue near Loyang Avenue/Pasir Ris Drive 1 Junction with congestion
2019-02-22 11:26:11,Accident on Loyang Avenue near Loyang Avenue/Pasir Ris Drive 1 Junction
2019-02-22 10:27:06,Obstacle on KPE (towards TPE) before Upper Paya Lebar Rd Exit. Avoid lane 3
2019-02-22 10:27:06,Heavy Traffic on AYE (towards Tuas) after Lower Delta Rd Exit
2019-02-22 10:09:57,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
2019-02-22 10:09:22,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Telok Blangah Rd Exit. Avoid lane 1
2019-02-22 10:08:47,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 1
2019-02-22 10:04:34,Accident on AYE (towards MCE) before Lower Delta Rd Exit. Avoid lane 1
2019-02-22 10:00:16,Obstacle on MCE (towards AYE) after ECP (City) Entrance. Avoid lane 3
2019-02-22 09:54:15,Accident on Lornie Highway (towards Queensway) after MacRitchie viaduct. Avoid left lane
2019-02-22 09:47:40,Heavy Traffic on ECP (towards City) before Still Rd Sth Exit
2019-02-22 09:37:18,Accident on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover. Avoid left lane
2019-02-22 09:33:39,Accident on PIE (towards Changi Airport) before Toa Payoh Lor 1
2019-02-22 09:32:26,Accident on Lornie Highway (towards Queensway) after MacRitchie viaduct with congestion till Bishan Flyover
2019-02-22 09:28:45,Accident on Lornie Highway (towards Queensway) after MacRitchie viaduct
2019-02-22 09:27:33,Accident on PIE (towards Changi Airport) after Eng Neo Ave
2019-02-22 09:21:29,Accident on ECP (towards City) before Still Rd Sth Exit with congestion till East Coast Park Carpark F3 Exit. Avoid lane 1
2019-02-22 09:16:43,Accident on ECP (towards City) before Still Rd Sth Exit. Avoid lane 1
2019-02-22 08:42:45,Accident on CTE (towards AYE) at Braddell Rd Exit
2019-02-22 08:19:35,Accident on PIE (towards Tuas) after Adam Rd Exit with congestion till Stevens Rd Exit. Avoid lane 4
2019-02-22 08:19:00,Accident on BKE (towards Woodlands) after Mandai Rd Entrance. Avoid lane 3
2019-02-22 08:02:04,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 4
2019-02-22 07:02:46,Obstacle on KPE (towards TPE) at TPE(PIE) Exit
2019-02-22 06:27:21,Obstacle on CTE (towards SLE) after AMK Ave 5 Exit. Avoid lane 3
2019-02-22 06:24:20,Obstacle on MCE (towards AYE) after Central Blvd Exit
2019-02-21 22:07:48,Accident on PIE (towards Tuas) after Thomson Rd Exit
2019-02-21 20:17:28,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 1
2019-02-21 19:06:50,Accident on SLE (towards CTE) before TPE Exit
2019-02-21 18:51:02,Obstacle on ECP (towards City) before Still Rd Sth Exit. Avoid lane 2
2019-02-21 18:43:09,Heavy Traffic on PIE (towards Tuas) before KPE Exit
2019-02-21 18:37:42,Obstacle on ECP (towards City) before Still Rd Sth Exit. Avoid lane 1
2019-02-21 18:18:12,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lane 2
2019-02-21 18:15:47,Accident on PIE (towards Tuas) before KPE Exit with congestion till Bedok North Rd. Avoid lane 1
2019-02-21 18:15:47,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit. Avoid lane 1
2019-02-21 18:11:29,Accident on PIE (towards Tuas) before KPE Exit with congestion till Jalan Eunos. Avoid lane 1
2019-02-21 18:08:22,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit. Avoid lanes 1 and 2
2019-02-21 18:07:47,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1
2019-02-21 18:06:31,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 2
2019-02-21 18:01:35,Accident on CTE (towards AYE) before AMK Ave 1 Exit. Avoid lanes 1 and 2
2019-02-21 18:00:17,Accident on Tuas South Avenue 3 near Tuas South Avenue 2/Tuas South Avenue 3 Junction
2019-02-21 17:34:43,Accident on PIE (towards Changi Airport) before BKE. Avoid lane 1
2019-02-21 17:03:34,Accident on AYE (towards Tuas) after Lower Delta Rd Exit
2019-02-21 16:41:46,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 1
2019-02-21 15:32:05,Obstacle on PIE (towards Tuas) after CTE(City) Exit. Avoid lane 4
2019-02-21 15:28:22,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1
2019-02-21 12:48:40,Heavy Traffic on PIE (towards Changi Airport) before Tampines Ave 5
2019-02-21 12:34:51,Accident on PIE (towards Changi Airport) before Tampines Ave 5 with congestion till Bedok North Ave 3
2019-02-21 12:15:33,Accident on PIE (towards Changi Airport) before Tampines Ave 5 with congestion till Bedok North Ave 3. Avoid lane 2
2019-02-21 12:14:22,Accident on PIE (towards Changi Airport) before Tampines Ave 5. Avoid lane 2
2019-02-21 12:12:35,Obstacle on AYE (towards Tuas) before Alexandra Rd Entrance. Avoid lane 1
2019-02-21 10:38:42,Accident on Ang Mo Kio Avenue 1 (towards Upper Thomson Road) after Ang Mo Kio Avenue 2. Avoid left lane
2019-02-21 10:17:31,"Temporary Closure of Slip Road from CTE (AYE) to Havelock Road Exit on Thurs, 28 Feb 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2V7Dqqb "
2019-02-21 10:16:41,"Temporary Closure of Slip Road from PIE (Changi) Exit 22 to Eng Neo Avenue on Wed, 27 Feb 2019 and Thurs, 28 Feb 2019 from 1 a.m to 5 a.m daily. #sgtraffic http://bit.ly/2Eld4LW "
2019-02-21 10:15:36,"Temporary Closure of Slip Roads at Sentosa Gateway Tunnel on Wed 27 Feb 2019 & Thurs, 28 Feb 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2SemqNe "
2019-02-21 10:10:48,"Temporary Road Closure along Thomson Road on Sun, 24 Feb 2019 from 1.30 a.m to 5 a.m. #sgtraffic http://bit.ly/2NgsUu4 "
2019-02-21 10:08:32,"Temporary Closure of Slip Road from PIE (Tuas) to Bendemeer Road on Wed, 27 Feb 2019 from 1 a.m to 5 a.m. #sgtraffic http://bit.ly/2GTj14q "
2019-02-21 09:12:06,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit
2019-02-21 09:11:29,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lane 3
2019-02-21 09:04:08,Heavy Traffic on AYE (towards MCE) before Clementi Ave 6 Exit
2019-02-21 09:00:28,Accident on AYE (towards MCE) before Clementi Ave 6 Exit with congestion till Yuan Ching
2019-02-21 08:58:41,Accident on AYE (towards MCE) before Clementi Ave 6 Exit with congestion till Yuan Ching. Avoid lane 3
2019-02-21 08:47:13,Accident on Bartley Road (towards Braddell) after Mount Vernon Road
2019-02-21 08:36:55,Accident on AYE (towards MCE) before Clementi Ave 6 Exit with congestion till Yuan Ching Exit. Avoid lane 3
2019-02-21 08:31:27,Accident on PIE (towards Changi Airport) after Simei Ave. Avoid lane 3
2019-02-21 08:21:43,Accident on AYE (towards MCE) before Clementi Ave 6 Exit with congestion till Jurong Town Hall Exit. Avoid lane 3
2019-02-21 08:16:19,Accident on KJE (towards PIE) after Woodlands Rd Exit. Avoid lane 1
2019-02-21 08:12:04,Heavy Traffic on TPE (towards PIE) before PIE Exit
2019-02-21 08:11:28,Accident on KJE (towards PIE) before Woodlands Rd Exit
2019-02-21 08:10:12,Accident on AYE (towards MCE) before Clementi Ave 6 Exit with congestion till Jurong Town Hall Exit. Avoid lanes 1 and 3
2019-02-21 08:07:14,Accident on AYE (towards MCE) before Clementi Ave 6 Exit. Avoid lanes 1 and 3
2019-02-21 08:05:20,Accident on AYE (towards MCE) before Clementi Ave 6 Exit. Avoid lane 3
2019-02-21 07:56:56,Accident on TPE (towards PIE) before PIE Exit with congestion till Loyang Ave Exit. Avoid lanes 3 and 4
2019-02-21 07:54:28,Accident on TPE (towards PIE) before PIE Exit. Avoid lanes 3 and 4
2019-02-21 07:13:29,Accident on Farrer Road (towards Lornie) after Empress Road. Avoid left lane
2019-02-21 06:21:16,Obstacle on MCE (towards ECP) before ECP (Changi) Exit. Avoid lanes 4 and 5
2019-02-21 06:15:19,Accident on Ang Mo Kio Avenue 1 (towards Upper Thomson Road) after Ang Mo Kio Avenue 2
2019-02-21 01:24:44,Obstacle on Bukit Timah Road (towards Woodlands) after Holland Link
2019-02-21 01:12:09,Obstacle on Bukit Timah Road (towards Woodlands) after Holland Link. Avoid right lane
2019-02-20 22:45:42,Accident on KPE (towards ECP) after PIE(Tuas) Exit. Avoid lane 1
2019-02-20 19:21:13,Accident on MCE (towards ECP) after Marina Blvd Entrance. Avoid lane 2
2019-02-20 18:53:26,Accident on CTE (towards AYE) after AMK Ave 1 Exit
2019-02-20 18:43:49,Accident on PIE (towards Changi Airport) before Paya Lebar Rd with congestion till Kallang Way. Avoid lane 3
2019-02-20 18:25:04,Accident on PIE (towards Changi Airport) before Paya Lebar Rd. Avoid lane 3
2019-02-20 18:20:55,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 4
2019-02-20 18:20:14,Accident on PIE (towards Changi Airport) after Stevens Rd Exit. Avoid lane 4
2019-02-20 18:16:09,Accident on PIE (towards Changi Airport) before KJE with congestion till Pioneer Rd Nth. Avoid lane 3
2019-02-20 18:07:43,Accident on PIE (towards Changi Airport) before KJE. Avoid lane 3
2019-02-20 16:17:58,Accident on AYE (towards Tuas) after Tuas Rd Entrance. Avoid lane 3
2019-02-20 16:17:22,Heavy Traffic in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance
2019-02-20 16:13:50,Accident in CTE Tunnel (towards SLE) before Kramat Rd Entrance. Avoid lane 2
2019-02-20 15:25:24,Accident in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance with congestion till Outram Rd Exit. Avoid lane 4
2019-02-20 15:10:05,Accident in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance with congestion till Outram Rd Exit. Avoid lanes 3 and 4
2019-02-20 15:00:56,Accident in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance with congestion till Merchant Rd Exit. Avoid lanes 3 and 4
2019-02-20 14:58:27,Obstacle on BKE (towards PIE) before PIE Exit. Avoid lane 2
2019-02-20 14:56:05,Accident in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance. Avoid lanes 3 and 4
2019-02-20 14:52:59,Accident in CTE Tunnel (towards SLE) before Bukit Timah Rd Entrance. Avoid lane 4
2019-02-20 13:40:57,Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit
