DateTime,Event
2019-03-07 12:29:09,Accident on CTE (towards AYE) after PIE(Jurong) Exit. Avoid lane 1
2019-03-07 11:10:30,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit. Avoid lane 4
2019-03-07 10:51:51,Accident on AYE (towards MCE) after Clementi Ave 6 Exit
2019-03-07 10:37:04,Accident on AYE (towards MCE) after Clementi Ave 6 Exit. Avoid lane 2
2019-03-07 09:43:03,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit. Avoid lane 2
2019-03-07 08:26:55,Accident on CTE (towards AYE) after AMK Ave 1 Exit. Avoid lane 2
2019-03-07 08:26:16,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lane 4
2019-03-07 08:20:22,Accident in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit
2019-03-07 08:19:44,Accident in CTE Tunnel (towards SLE) before Merchant Rd Exit
2019-03-07 07:06:48,Obstacle in CTE Tunnel (towards AYE) at Merchant Road Entrance
2019-03-07 07:03:29,Accident on PIE (towards Changi Airport) after Lornie Rd
2019-03-07 03:05:47,Accident on AYE (towards MCE) after Portsdown Rd Exit. Avoid lanes 1 and 2
2019-03-07 01:33:36,Accident on AYE (towards MCE) after Portsdown Rd Exit. Avoid lane 1
2019-03-06 22:37:18,Heavy Traffic on PIE (towards Changi Airport) after Paya Lebar
2019-03-06 21:50:34,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Paya Lebar Rd. Avoid lane 1
2019-03-06 21:49:18,Accident on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 1
2019-03-06 21:46:54,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Paya Lebar Rd. Avoid lane 1
2019-03-06 21:42:22,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1
2019-03-06 21:37:13,Obstacle on TPE (towards SLE) at Jalan Kayu Exit
2019-03-06 21:15:20,Accident on KJE (towards BKE) at Woodlands Rd Exit
2019-03-06 21:07:42,Accident on PIE (towards Tuas) after CTE(City) Exit
2019-03-06 21:07:04,Accident on Kranji Expressway towards Woodlands Road
2019-03-06 18:49:27,Heavy Traffic on TPE (towards SLE) before Tampines Ave 10 Exit
2019-03-06 18:34:45,Accident on TPE (towards SLE) before Tampines Ave 10 Exit with congestion till Tampines Ave 7 Exit. Avoid lane 1
2019-03-06 18:33:29,Accident on TPE (towards SLE) before Tampines Ave 10 Exit. Avoid lane 1
2019-03-06 18:25:07,Accident on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 2
2019-03-06 18:06:36,Accident on AYE (towards MCE) after Pioneer Rd Exit with congestion till Pioneer Rd Exit. Avoid lane 3
2019-03-06 17:35:01,Heavy Traffic on PIE (towards Tuas) before Eng Neo Ave
2019-03-06 17:34:22,Accident on PIE (towards Tuas) before Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lane 1
2019-03-06 17:32:27,Accident on AYE (towards MCE) after Pioneer Rd Exit. Avoid lane 3
2019-03-06 17:27:56,Accident on PIE (towards Tuas) before Eng Neo Ave. Avoid lane 1
2019-03-06 17:22:07,Heavy Traffic on PIE (towards Tuas) after BKE
2019-03-06 17:05:20,Accident on PIE (towards Tuas) after BKE with congestion till Eng Neo Ave. Avoid lane 1
2019-03-06 17:02:47,Accident on PIE (towards Tuas) after BKE with congestion till Eng Neo Ave. Avoid lanes 1 and 2
2019-03-06 16:50:20,Accident on PIE (towards Tuas) after BKE. Avoid lanes 1 and 2
2019-03-06 16:42:40,Accident on Gambas Avenue near Gambas Avenue/Woodlands Avenue 8 Junction
2019-03-06 16:21:58,Accident on TPE (towards PIE) before Elias Rd Exit
2019-03-06 16:11:48,Accident on TPE (towards PIE) before Elias Rd Exit. Avoid lane 3
2019-03-06 16:01:22,Accident on TPE (towards PIE) before Elias Rd Exit. Avoid lanes 2 and 3
2019-03-06 15:50:53,Accident on TPE (towards PIE) before Elias Rd Exit. Avoid lane 2
2019-03-06 15:35:50,Obstacle on PIE (towards Tuas) after Jurong Town Hall Rd
2019-03-06 14:10:53,Obstacle on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 3
2019-03-06 13:48:20,Accident on PIE (towards Changi Airport) before Kallang Way with congestion till CTE. Avoid lane 1
2019-03-06 13:21:08,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 1
2019-03-06 11:11:43,Obstacle on KJE (towards PIE) after Choa Chu Kang Dr Exit. Avoid lane 4
2019-03-06 11:09:44,Obstacle on CTE (towards SLE) after AMK Ave 1 Exit. Avoid lanes 2 and 3
2019-03-06 10:49:55,Obstacle in CTE Tunnel (towards SLE) after Bukit Timah Rd Entrance. Avoid lane 3
2019-03-06 09:53:16,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-03-06 09:41:01,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Eng Neo Ave. Avoid lane 1
2019-03-06 09:37:01,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
2019-03-06 09:20:03,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1
2019-03-06 09:13:37,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-06 09:05:50,Accident on Sengkang East Road near Sengkang East Road/Sengkang East Way Junction
2019-03-06 09:02:31,Accident on PIE (towards Changi Airport) before TPE
2019-03-06 09:01:15,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 3
2019-03-06 08:57:57,Accident on PIE (towards Changi Airport) before TPE. Avoid lanes 1 and 2
2019-03-06 08:24:55,Accident on PIE (towards Tuas) at Stevens Rd Exit
2019-03-06 07:40:18,Accident on AYE (towards Tuas) before Benoi Rd Exit. Avoid lane 3
2019-03-06 05:07:00,Accident on PIE (towards Changi Airport) at Mount Pleasant Entrance
2019-03-05 22:23:06,Accident on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1
2019-03-05 22:18:00,Heavy Traffic on PIE (towards Tuas) before Eng Neo Ave
2019-03-05 21:52:34,Accident on PIE (towards Tuas) before Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lane 1
2019-03-05 21:17:35,Accident on PIE (towards Tuas) before Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lanes 1 and 2
2019-03-05 21:02:24,Accident on PIE (towards Tuas) before Eng Neo Ave with congestion till Adam Rd Exit. Avoid lanes 1 and 2
2019-03-05 20:56:40,Accident on PIE (towards Tuas) before Eng Neo Ave. Avoid lanes 1 and 2
2019-03-05 19:10:27,Accident on BKE (towards Woodlands) after SLE Exit. Avoid lane 3
2019-03-05 19:07:16,Obstacle on SLE (towards BKE) before Lentor Ave Exit. Avoid lane 1
2019-03-05 18:32:10,Accident on KPE (towards ECP) at Nicoll Highway Exit
2019-03-05 18:31:31,Accident on BKE (towards Woodlands) after KJE Exit
2019-03-05 17:59:53,Heavy Traffic on AYE (towards MCE) after Clementi Ave 2 Exit
2019-03-05 17:44:38,Accident on AYE (towards MCE) after Clementi Ave 2 Exit with congestion till Clementi Ave 6 Exit. Avoid lane 1
2019-03-05 17:38:44,Accident on AYE (towards MCE) after Clementi Ave 2 Exit. Avoid lane 1
2019-03-05 17:38:05,Accident on Bras Basah Road (towards Raffles Boulevard) after North Bridge Road. Avoid right lane
2019-03-05 17:14:12,Accident on Bras Basah Road (towards Raffles Boulevard) after North Bridge Road
2019-03-05 14:33:04,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 2
2019-03-05 14:24:46,Accident on Cairnhill Circle towards Cairnhill Road. Avoid right lane
2019-03-05 14:19:40,Obstacle on ECP (towards Changi Airport) before Fort Rd Exit. Avoid lane 3
2019-03-05 14:17:48,Accident on SLE (towards CTE) after Woodlands Ave 2 Exit. Avoid lane 3
2019-03-05 13:11:23,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-03-05 13:08:08,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Toa Payoh Lor 1
2019-03-05 12:42:10,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Toa Payoh Lor 1. Avoid lane 3
2019-03-05 12:39:34,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 3
2019-03-05 11:21:12,Heavy Traffic on CTE (towards AYE) before AMK Ave 1 Exit
2019-03-05 10:44:07,Accident on AYE (towards MCE) after Jurong Town Hall Exit
2019-03-05 10:38:28,Accident on CTE (towards AYE) before AMK Ave 1 Exit with congestion till AMK Ave 5 Exit. Avoid lane 2
2019-03-05 10:35:14,Accident on CTE (towards AYE) before AMK Ave 1 Exit. Avoid lane 2
2019-03-05 10:18:17,Temporary Closure of Slip Roads at CTE Tunnel on 12-14 Mar and 26 - 28 Mar 2019 from midnight to 5 a.m daily. #sgtraffic http://bit.ly/2VAYKEC 
2019-03-05 10:17:08,"Temporary Closure of Slip Roads at MCE Tunnel on 8-9, 11, 27 & 29 Mar 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2IRbtSf "
2019-03-05 10:16:05,"Temporary Road Closure at Woodsville Tunnel on 8, 12, 14, 18, 25-26, 28 Mar and 1 Apr 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2XM642m "
2019-03-05 09:59:49,Accident on SLE (towards BKE) after TPE Exit
2019-03-05 09:57:54,Accident on Dunearn Road (towards City) after Swiss Club Road
2019-03-05 08:27:06,Heavy Traffic on TPE (towards SLE) before Jalan Kayu Exit
2019-03-05 08:27:06,Accident on AYE (towards MCE) at Jln Ahmad Ibrahim Entrance
2019-03-05 08:11:54,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lane 4
2019-03-05 08:09:55,Accident on TPE (towards SLE) before Jalan Kayu Exit with congestion till Punggol Rd Exit. Avoid lane 3
2019-03-05 08:07:28,Accident on TPE (towards SLE) before Jalan Kayu Exit. Avoid lane 3
2019-03-05 07:39:22,Accident on KJE (towards PIE) at Choa Chu Kang Way Entrance
2019-03-05 06:52:11,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 4
2019-03-05 06:43:50,Accident on SLE (towards BKE) after TPE Exit. Avoid lane 3
2019-03-05 04:08:25,Accident on BKE (towards PIE) at SLE Exit
2019-03-05 00:19:39,Obstacle on KJE (towards BKE) after Woodlands Rd Exit. Avoid lane 4
2019-03-04 23:02:42,Accident on Ang Mo Kio Avenue 3 (towards Ang Mo Kio Street 43) after Ang Mo Kio Avenue 10. Avoid right lane
2019-03-04 22:58:51,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 1
2019-03-04 21:55:05,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 2
2019-03-04 21:29:03,Accident on AYE (towards MCE) at CTE Exit
2019-03-04 20:09:10,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lanes 1 and 2
2019-03-04 19:58:52,Heavy Traffic on AYE (towards Tuas) after Clementi Rd Exit
2019-03-04 19:58:14,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 2
2019-03-04 19:42:39,Accident on SLE (towards CTE) after Mandai Ave Exit with congestion till Woodlands Ave 12 Exit
2019-03-04 19:39:29,Accident on AYE (towards Tuas) after Clementi Rd Exit with congestion till Buona Vista exit
2019-03-04 19:35:33,Accident on AYE (towards Tuas) after Clementi Rd Exit
2019-03-04 19:30:21,Accident on SLE (towards CTE) after Mandai Ave Exit with congestion till Woodlands Ave 12 Exit. Avoid lane 1
2019-03-04 19:27:10,Accident on SLE (towards CTE) after Mandai Ave Exit. Avoid lane 1
2019-03-04 19:13:26,Heavy Traffic on AYE (towards Tuas) before Normanton Exit
2019-03-04 18:39:14,Accident on Jalan Buroh (towards City) after Jurong Port Road with congestion till Jurong Pier Road. Avoid left lane
2019-03-04 18:25:08,Accident on AYE (towards Tuas) before Normanton Exit with congestion till Lower Delta Rd Exit
2019-03-04 18:01:30,Accident on AYE (towards Tuas) before Normanton Exit with congestion till Lower Delta Rd Exit. Avoid lane 4
2019-03-04 17:58:16,Accident on Jalan Buroh (towards City) after Jurong Port Road with congestion till Jurong Pier Road
2019-03-04 17:58:16,Accident on AYE (towards Tuas) before Normanton Exit. Avoid lane 4
2019-03-04 17:48:00,Accident on AYE (towards Tuas) before Normanton Exit
2019-03-04 17:23:04,Obstacle on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1
2019-03-04 16:30:24,Accident on Jalan Buroh (towards City) after Jurong Port Road
2019-03-04 15:19:42,Accident on AYE (towards Tuas) after Jurong Town Hall Exit with congestion till Clementi Ave 6 Exit. Avoid lane 3
2019-03-04 15:15:18,Obstacle on KJE (towards PIE) after Sungei Tengah Exit. Avoid lane 3
2019-03-04 15:11:41,Accident on AYE (towards Tuas) at Jurong Town Hall Exit
2019-03-04 15:11:04,Accident on PIE (towards Tuas) after Jalan Eunos
2019-03-04 14:49:39,Accident on AYE (towards Tuas) after Jurong Town Hall Exit. Avoid lane 3
2019-03-04 14:46:33,Accident on PIE (towards Tuas) after Jalan Eunos. Avoid lane 2
2019-03-04 14:03:54,Obstacle on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 4
2019-03-04 13:46:44,Accident on MCE (towards AYE) after Marina Coastal Dr Entrance
2019-03-04 13:24:26,Accident on MCE (towards AYE) before Maxwell Rd Exit. Avoid lane 3
2019-03-04 10:32:10,Accident on PIE (towards Changi Airport) before Eng Neo Ave
2019-03-04 10:10:05,Accident on PIE (towards Tuas) after ECP Entrance
2019-03-04 10:08:12,Accident on PIE (towards Tuas) after ECP Entrance. Avoid lane 2
2019-03-04 10:07:34,Heavy Traffic on PIE (towards Tuas) after Paya Lebar Rd
2019-03-04 10:00:33,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd
2019-03-04 09:59:18,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Bedok North Rd. Avoid lane 2
2019-03-04 09:53:41,Accident on PIE (towards Tuas) after Paya Lebar Rd. Avoid lane 2
2019-03-04 09:36:35,Heavy Traffic on AYE (towards MCE) after Buona Vista Exit
2019-03-04 09:26:22,Accident on AYE (towards MCE) after Buona Vista Exit with congestion till Clementi Rd Exit. Avoid lane 1
2019-03-04 09:14:15,Accident on AYE (towards MCE) after Buona Vista Exit. Avoid lane 1
2019-03-04 08:48:15,Accident on SLE (towards CTE) after Lentor Ave Exit
2019-03-04 08:38:10,Accident on BKE (towards PIE) before PIE Exit with congestion till Bukit Panjang Rd Exit
2019-03-04 08:28:30,Accident on Adam Road (towards Queensway) after MacRitchie viaduct. Avoid left lane
2019-03-04 08:08:47,Accident on BKE (towards PIE) before PIE Exit with congestion till Bukit Panjang Rd Exit. Avoid lanes 1 and 2
2019-03-04 07:59:44,Accident on BKE (towards PIE) before PIE Exit. Avoid lanes 1 and 2
2019-03-04 07:34:18,Accident on CTE (towards AYE) after PIE(Changi) Exit. Avoid lanes 3 and 4
2019-03-04 07:20:07,Accident on CTE (towards AYE) after PIE(Changi) Exit. Avoid lane 4
2019-03-04 05:38:46,Accident on BKE (towards PIE) after Mandai Rd Exit with congestion till Mandai Rd Exit. Avoid lanes 2 and 3
2019-03-04 05:32:16,"Accident on BKE (towards PIE) after Mandai Rd Exit with congestion till Mandai Rd Exit. Avoid lanes 2, 3 and 4"
2019-03-04 04:06:06,Accident on Turf Club Avenue (towards SLE) after Woodlands Road
2019-03-04 03:07:15,Accident on PIE (towards Tuas) at Clementi Ave 6 Exit
2019-03-04 02:09:17,"Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lanes 2, 3 and 4"
2019-03-04 01:58:41,Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lanes 3 and 4
2019-03-04 00:33:58,Accident in CTE Tunnel (towards AYE) at Merchant Road Entrance
2019-03-04 00:16:41,Accident on SLE (towards CTE) after BKE Entrance. Avoid lane 3
2019-03-03 20:30:26,Accident on TPE (towards SLE) at Sengkang East Rd Exit
2019-03-03 19:01:42,Accident on AYE (towards Tuas) at North Buona vista Entrance
2019-03-03 18:36:22,Obstacle on Lornie Highway (towards Queensway) after MacRitchie viaduct
2019-03-03 18:09:53,Accident on TPE (towards SLE) after Tampines Rd Exit. Avoid lane 3
2019-03-03 16:14:31,Obstacle on CTE (towards SLE) after AMK Ave 5 Exit
2019-03-03 15:19:50,Obstacle on BKE (towards Woodlands) before KJE Exit
2019-03-03 15:09:17,Accident on AYE (towards MCE) after Clementi Rd Exit
2019-03-03 14:56:56,Accident on AYE (towards MCE) after Clementi Rd Exit. Avoid lane 1
2019-03-03 14:07:29,Accident on PIE (towards Tuas) after Toa Payoh Exit with congestion till KPE Exit
2019-03-03 13:41:22,Obstacle on PIE (towards Tuas) before KPE Exit. Avoid lane 4
2019-03-03 13:35:50,Accident on PIE (towards Tuas) after Toa Payoh Exit with congestion till KPE Exit. Avoid lane 2
2019-03-03 13:20:13,Accident on PIE (towards Tuas) after Toa Payoh Exit. Avoid lane 2
2019-03-03 13:17:43,Accident on Upper Thomson Road (towards Newton) after Sin Ming Avenue. Avoid left lane
2019-03-03 12:19:51,Accident on Upper Thomson Road (towards Newton) after Sin Ming Avenue. Avoid right lane
2019-03-03 11:33:23,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 4
2019-03-03 11:30:55,Accident on PIE (towards Changi Airport) after Bedok North Rd. Avoid lane 1
2019-03-03 10:35:29,Obstacle on AYE (towards MCE) before Clementi Ave 6 Exit. Avoid lanes 1 and 3
2019-03-03 10:34:52,Obstacle on AYE (towards MCE) before Clementi Ave 6 Exit. Avoid lane 3
2019-03-03 10:28:33,Accident on PIE (towards Changi Airport) after Thomson Rd
2019-03-03 10:05:20,Accident on CTE (towards AYE) before PIE(Changi) Exit
2019-03-03 09:29:38,Obstacle on AYE (towards MCE) before Clementi Ave 2 Exit. Avoid lane 4
2019-03-03 06:55:10,Accident on CTE (towards AYE) at PIE(Jurong) Exit
2019-03-03 00:52:23,Accident on SLE (towards BKE) at Yio Chu Kang Rd Entrance
2019-03-03 00:38:04,Accident on SLE (towards CTE) after BKE Entrance. Avoid lane 4
2019-03-02 20:03:31,Accident on ECP (towards Changi Airport) after Xilin Ave Exit. Avoid lane 3
2019-03-02 19:56:38,Accident on ECP (towards Changi Airport) after Xilin Ave Exit. Avoid lane 2
2019-03-02 18:56:55,Accident on TPE (towards SLE) after Tampines Ave 7 Exit with congestion till PIE Entrance. Avoid lane 3
2019-03-02 18:51:14,Accident on Corporation Road near Corporation Road/Jurong West Avenue 2 Junction
2019-03-02 18:46:49,Accident on TPE (towards SLE) after Tampines Ave 7 Exit with congestion till PIE Entrance. Avoid lanes 2 and 3
2019-03-02 18:44:14,Accident on AYE (towards Tuas) before Tuas West Dr Exit. Avoid lane 1
2019-03-02 18:41:45,Accident on TPE (towards SLE) after Tampines Ave 7 Exit. Avoid lanes 2 and 3
2019-03-02 18:14:29,Accident on AYE (towards Tuas) after Tuas West Dr Exit. Avoid lane 1
2019-03-02 17:55:04,Obstacle on AYE (towards MCE) after Yuan Ching. Avoid lanes 2 and 3
2019-03-02 17:53:50,Obstacle on AYE (towards MCE) after Yuan Ching. Avoid lanes 2 and 4
2019-03-02 16:41:59,Accident on PIE (towards Changi Airport) after Eng Neo Ave
2019-03-02 16:22:17,Accident on SLE (towards BKE) at Woodlands Ave 2 Exit
2019-03-02 15:43:27,Obstacle on Lorong Halus towards Pasir Ris Industrial Drive 1
2019-03-02 15:34:00,Accident on PIE (towards Changi Airport) at Jalan Bahar Entrance
2019-03-02 15:32:41,Accident on PIE (towards Changi Airport) at Jalan Bahar Entrance. Jalan Bahar Entrance closed
2019-03-02 15:25:34,Accident on PIE (towards Tuas) at Jurong East Ave 1 Exit
2019-03-02 14:33:10,Heavy Traffic on CTE (towards SLE) after AMK Ave 1 Exit
2019-03-02 14:26:07,Accident on CTE (towards SLE) after AMK Ave 1 Exit with congestion till Braddell Rd Exit
2019-03-02 14:15:48,Accident on CTE (towards SLE) after AMK Ave 1 Exit
2019-03-02 14:02:19,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1
2019-03-02 13:25:18,Accident on PIE (towards Changi Airport) after Eng Neo Ave. Avoid lane 1
2019-03-02 13:18:08,Obstacle in CTE Tunnel (towards SLE) before Kramat Rd Entrance. Avoid lane 2
2019-03-02 12:20:16,Accident in CTE Tunnel (towards AYE) at Cairnhill Circle Exit
2019-03-02 12:07:08,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-03-02 12:00:08,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 4
2019-03-02 11:51:59,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1
2019-03-02 11:46:17,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Thomson Rd. Avoid lane 1
2019-03-02 11:41:49,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-02 11:07:37,Accident on Bedok North Road near Bedok North Avenue 1/Bedok North Road Junction with congestion
2019-03-02 11:05:00,Obstacle on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 2
2019-03-02 10:47:44,Accident on Bedok North Road near Bedok North Avenue 1/Bedok North Road Junction
2019-03-02 10:42:01,Accident on PIE (towards Changi Airport) after Lornie Rd
2019-03-02 10:40:45,Obstacle on PIE (towards Changi Airport) after Stevens Rd Exit. Avoid lane 1
2019-03-02 10:39:24,Accident on TPE (towards PIE) after Punggol Rd Exit
2019-03-02 10:31:11,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lane 3
2019-03-02 08:30:32,Accident on PIE (towards Tuas) at Eng Neo Rd Exit
2019-03-02 07:37:24,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit
2019-03-02 07:26:52,Obstacle on PIE (towards Tuas) at Bedok Reservoir Entrance
2019-03-02 07:18:39,Accident on PIE (towards Tuas) at Bedok Reservoir Entrance
2019-03-02 06:33:06,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lane 1
2019-03-02 05:35:28,Obstacle on AYE (towards MCE) after Clementi Rd Exit. Avoid lane 1
2019-03-02 04:29:36,Obstacle on AYE (towards Tuas) after Clementi Rd Exit. Avoid lane 1
2019-03-02 03:36:14,Obstacle on PIE (towards Tuas) before Eng Neo Ave
2019-03-02 03:07:04,Accident on CTE (towards SLE) after Jalan Bahagia Exit. Avoid lane 4
2019-03-02 00:39:08,Obstacle in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lane 3
2019-03-01 23:16:26,Accident on Ang Mo Kio Avenue 4 (towards Mayflower Avenue) after Ang Mo Kio Avenue 5. Avoid left lane
2019-03-01 23:03:52,Accident on Ang Mo Kio Avenue 4 (towards Mayflower Avenue) after Ang Mo Kio Avenue 5
2019-03-01 22:46:51,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1
2019-03-01 22:25:20,Obstacle on PIE (towards Tuas) after Jalan Eunos
2019-03-01 22:24:05,Heavy Traffic on PIE (towards Tuas) after Eng Neo Ave
2019-03-01 22:15:06,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave
2019-03-01 22:13:13,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lane 4
2019-03-01 22:11:21,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 4
2019-03-01 19:37:42,Accident on PIE (towards Changi Airport) before Paya Lebar Rd. Avoid lane 1
2019-03-01 18:52:43,Accident on SLE (towards BKE) before TPE Exit
2019-03-01 18:41:22,Accident on Paya Lebar Road (towards PIE) after PIE
2019-03-01 18:21:15,Accident on Paya Lebar Road (towards PIE) after PIE. Avoid right lane
2019-03-01 17:22:19,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit. Avoid lane 1
2019-03-01 17:15:25,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit. Avoid lane 1
2019-03-01 17:12:55,Accident on ECP (towards Changi Airport) before Still Rd Sth Exit. Avoid lane 1
2019-03-01 16:38:24,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit
2019-03-01 15:29:02,Accident on Clemenceau Avenue North (towards Anthony Road) after Newton Circus
2019-03-01 15:13:52,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1
2019-03-01 15:02:00,Obstacle on SLE (towards BKE) after Lentor Ave Exit. Avoid lane 1
2019-03-01 14:38:36,Obstacle on Jalan Buroh (towards City) after Penjuru Road
2019-03-01 13:54:13,Accident on PIE (towards Tuas) at Whitley Rd Entrance
2019-03-01 13:32:22,Accident on Lornie Road (towards Braddell) after PIE. Avoid left lane
2019-03-01 13:21:40,Accident on Clementi Road (towards Upper Bukit Timah Road) after Jalan Anak Bukit. Avoid right lane
2019-03-01 12:42:06,Accident on Upper Changi Road East (toward City) after PIE. Avoid left lane
2019-03-01 12:11:16,Obstacle on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-01 12:10:33,Obstacle on PIE (towards Tuas) after Toa Payoh Exit. Avoid lane 1
2019-03-01 12:01:16,Accident on PIE (towards Changi Airport) at Lornie Rd Exit
2019-03-01 11:50:30,Accident on MCE (towards ECP) after Marina Blvd Entrance. Avoid lane 3
2019-03-01 11:39:15,Obstacle on BKE (towards PIE) before Dairy Farm Rd Exit. Avoid lanes 3 and 4
2019-03-01 10:39:15,Accident on Jalan Buroh (towards City) after Penjuru Road
2019-03-01 09:03:39,Obstacle on CTE (towards SLE) after Jalan Bahagia Exit. Avoid lane 4
2019-03-01 08:58:38,Accident in CTE Tunnel (towards SLE) after Outram Rd Exit. Avoid lane 3
2019-03-01 08:48:33,Accident on AYE (towards MCE) before Clementi Ave 6 Exit
2019-03-01 01:23:59,Accident on Tampines Avenue 7 (towards TPE) after Tampines Street 45
2019-03-01 00:20:16,Accident on Fort Road (towards East Coast Park Service Road) after ECP. Avoid left lane
2019-02-28 22:30:37,Accident on PIE (towards Tuas) after KPE Exit
2019-02-28 22:01:01,Accident on AYE (towards Tuas) at South Buona Vista Rd Exit
2019-02-28 21:40:00,Accident on PIE (towards Changi Airport) at Tampines Street 31 Entrance
2019-02-28 20:40:50,Accident on Bayfront Avenue (towards Raffles Avenue) after Sheares Link
2019-02-28 20:05:23,Heavy Traffic on SLE (towards CTE) before Mandai Ave Exit
2019-02-28 19:25:49,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lanes 1 and 2
2019-02-28 19:13:10,Heavy Traffic on SLE (towards BKE) at Woodlands Ave 12 Exit
2019-02-28 19:11:56,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till Woodlands Ave 2 Exit. Avoid lanes 1 and 2
2019-02-28 19:04:53,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lanes 1 and 2
2019-02-28 18:58:05,Accident on SLE (towards BKE) at Woodlands Ave 12 Exit with congestion till Mandai Rd Exit
2019-02-28 18:55:29,Accident on SLE (towards BKE) at Woodlands Ave 12 Exit
2019-02-28 18:04:11,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 2
2019-02-28 18:04:11,Heavy Traffic on AYE (towards MCE) after Portsdown Rd Exit
2019-02-28 17:54:38,Accident on AYE (towards MCE) after Portsdown Rd Exit with congestion till Clementi Ave 2 Exit. Avoid lane 2
2019-02-28 17:33:01,Heavy Traffic on AYE (towards Tuas) after Lower Delta Rd Exit
2019-02-28 17:28:30,Accident on PIE (towards Tuas) at Adam Rd Entrance
2019-02-28 17:23:23,Accident on AYE (towards MCE) after Portsdown Rd Exit with congestion till Clementi Ave 2 Exit. Avoid lanes 1 and 2
2019-02-28 17:14:23,Accident on AYE (towards MCE) after Portsdown Rd Exit. Avoid lanes 1 and 2
